[2025-04-16 19:57:24.474] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 19:57:25.522] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 19:57:54.186] Run:1-Epoch:17, TrainLoss:0.1041, TrainAcc:0.8607
[2025-04-16 19:57:54.348] Run:1-Epoch:17, ValidLoss:0.0630, ValidAcc:0.9571
[2025-04-16 19:57:54.903] Run:1-Epoch:18, TrainLoss:0.1083, TrainAcc:0.8550
[2025-04-16 19:57:55.064] Run:1-Epoch:18, ValidLoss:0.0605, ValidAcc:0.9571
[2025-04-16 19:57:55.610] Run:1-Epoch:19, TrainLoss:0.1080, TrainAcc:0.8450
[2025-04-16 19:57:55.771] Run:1-Epoch:19, ValidLoss:0.0674, ValidAcc:0.9571
[2025-04-16 19:57:56.315] Run:1-Epoch:20, TrainLoss:0.1051, TrainAcc:0.8564
[2025-04-16 19:57:56.478] Run:1-Epoch:20, ValidLoss:0.0690, ValidAcc:0.9571
[2025-04-16 20:08:02.527] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 20:08:03.409] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 20:08:03.666] Run:1-Epoch:1, ValidLoss:0.1800, ValidAcc:0.6379
[2025-04-16 20:08:06.477] Run:1-Epoch:2, TrainLoss:0.1829, TrainAcc:0.6136
[2025-04-16 20:08:06.639] Run:1-Epoch:2, ValidLoss:0.1767, ValidAcc:0.6429
[2025-04-16 20:08:09.378] Run:1-Epoch:3, TrainLoss:0.1847, TrainAcc:0.5943
[2025-04-16 20:08:09.533] Run:1-Epoch:3, ValidLoss:0.0843, ValidAcc:0.9050
[2025-04-16 20:08:12.395] Run:1-Epoch:4, TrainLoss:0.1168, TrainAcc:0.8143
[2025-04-16 20:08:12.551] Run:1-Epoch:4, ValidLoss:0.0801, ValidAcc:0.9571
[2025-04-16 20:08:15.264] Run:1-Epoch:5, TrainLoss:0.1073, TrainAcc:0.8543
[2025-04-16 20:08:15.419] Run:1-Epoch:5, ValidLoss:0.2471, ValidAcc:0.9571
[2025-04-16 20:08:15.978] Run:1-Epoch:6, TrainLoss:0.9003, TrainAcc:0.8493
[2025-04-16 20:08:16.131] Run:1-Epoch:6, ValidLoss:0.0781, ValidAcc:0.9014
[2025-04-16 20:08:18.937] Run:1-Epoch:7, TrainLoss:0.1107, TrainAcc:0.8150
[2025-04-16 20:08:19.092] Run:1-Epoch:7, ValidLoss:0.0617, ValidAcc:0.9157
[2025-04-16 20:08:21.851] Run:1-Epoch:8, TrainLoss:0.1641, TrainAcc:0.8421
[2025-04-16 20:08:22.010] Run:1-Epoch:8, ValidLoss:0.1469, ValidAcc:0.7957
[2025-04-16 20:08:22.579] Run:1-Epoch:9, TrainLoss:0.1505, TrainAcc:0.7821
[2025-04-16 20:08:22.732] Run:1-Epoch:9, ValidLoss:0.0602, ValidAcc:0.9571
[2025-04-16 20:08:25.514] Run:1-Epoch:10, TrainLoss:0.1814, TrainAcc:0.8564
[2025-04-16 20:08:25.665] Run:1-Epoch:10, ValidLoss:0.1312, ValidAcc:0.8957
[2025-04-16 20:08:26.219] Run:1-Epoch:11, TrainLoss:0.1410, TrainAcc:0.7957
[2025-04-16 20:08:26.370] Run:1-Epoch:11, ValidLoss:0.1173, ValidAcc:0.9571
[2025-04-16 20:08:26.919] Run:1-Epoch:12, TrainLoss:0.1306, TrainAcc:0.8479
[2025-04-16 20:08:27.070] Run:1-Epoch:12, ValidLoss:0.0678, ValidAcc:0.9571
[2025-04-16 20:08:27.623] Run:1-Epoch:13, TrainLoss:0.1192, TrainAcc:0.8564
[2025-04-16 20:08:27.774] Run:1-Epoch:13, ValidLoss:0.0792, ValidAcc:0.9571
[2025-04-16 20:08:28.327] Run:1-Epoch:14, TrainLoss:0.1072, TrainAcc:0.8586
[2025-04-16 20:08:28.480] Run:1-Epoch:14, ValidLoss:0.0480, ValidAcc:0.9571
[2025-04-16 20:08:31.227] Run:1-Epoch:15, TrainLoss:0.1126, TrainAcc:0.8543
[2025-04-16 20:08:31.378] Run:1-Epoch:15, ValidLoss:0.0760, ValidAcc:0.9571
[2025-04-16 20:08:31.931] Run:1-Epoch:16, TrainLoss:0.1067, TrainAcc:0.8579
[2025-04-16 20:08:32.082] Run:1-Epoch:16, ValidLoss:0.0759, ValidAcc:0.9571
[2025-04-16 20:08:32.633] Run:1-Epoch:17, TrainLoss:0.1041, TrainAcc:0.8607
[2025-04-16 20:08:32.784] Run:1-Epoch:17, ValidLoss:0.0630, ValidAcc:0.9571
[2025-04-16 20:08:33.335] Run:1-Epoch:18, TrainLoss:0.1083, TrainAcc:0.8550
[2025-04-16 20:08:33.488] Run:1-Epoch:18, ValidLoss:0.0605, ValidAcc:0.9571
[2025-04-16 20:08:34.039] Run:1-Epoch:19, TrainLoss:0.1080, TrainAcc:0.8450
[2025-04-16 20:08:34.190] Run:1-Epoch:19, ValidLoss:0.0674, ValidAcc:0.9571
[2025-04-16 20:08:34.740] Run:1-Epoch:20, TrainLoss:0.1051, TrainAcc:0.8564
[2025-04-16 20:08:34.892] Run:1-Epoch:20, ValidLoss:0.0690, ValidAcc:0.9571
[2025-04-16 20:10:48.233] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 20:10:49.126] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 20:10:49.389] Run:1-Epoch:1, ValidLoss:0.1800, ValidAcc:0.6379
[2025-04-16 20:10:52.110] Run:1-Epoch:2, TrainLoss:0.1829, TrainAcc:0.6136
[2025-04-16 20:10:52.270] Run:1-Epoch:2, ValidLoss:0.1767, ValidAcc:0.6429
[2025-04-16 20:10:55.039] Run:1-Epoch:3, TrainLoss:0.1847, TrainAcc:0.5943
[2025-04-16 20:10:55.194] Run:1-Epoch:3, ValidLoss:0.0843, ValidAcc:0.9050
[2025-04-16 20:10:57.875] Run:1-Epoch:4, TrainLoss:0.1168, TrainAcc:0.8143
[2025-04-16 20:10:58.033] Run:1-Epoch:4, ValidLoss:0.0801, ValidAcc:0.9571
[2025-04-16 20:11:00.815] Run:1-Epoch:5, TrainLoss:0.1073, TrainAcc:0.8543
[2025-04-16 20:11:00.972] Run:1-Epoch:5, ValidLoss:0.2471, ValidAcc:0.9571
[2025-04-16 20:11:01.532] Run:1-Epoch:6, TrainLoss:0.9003, TrainAcc:0.8493
[2025-04-16 20:11:01.688] Run:1-Epoch:6, ValidLoss:0.0781, ValidAcc:0.9014
[2025-04-16 20:11:04.435] Run:1-Epoch:7, TrainLoss:0.1107, TrainAcc:0.8150
[2025-04-16 20:11:04.593] Run:1-Epoch:7, ValidLoss:0.0617, ValidAcc:0.9157
[2025-04-16 20:11:07.347] Run:1-Epoch:8, TrainLoss:0.1641, TrainAcc:0.8421
[2025-04-16 20:11:07.502] Run:1-Epoch:8, ValidLoss:0.1469, ValidAcc:0.7957
[2025-04-16 20:11:08.069] Run:1-Epoch:9, TrainLoss:0.1505, TrainAcc:0.7821
[2025-04-16 20:11:08.235] Run:1-Epoch:9, ValidLoss:0.0602, ValidAcc:0.9571
[2025-04-16 20:11:11.013] Run:1-Epoch:10, TrainLoss:0.1814, TrainAcc:0.8564
[2025-04-16 20:11:11.167] Run:1-Epoch:10, ValidLoss:0.1312, ValidAcc:0.8957
[2025-04-16 20:11:11.713] Run:1-Epoch:11, TrainLoss:0.1410, TrainAcc:0.7957
[2025-04-16 20:11:11.870] Run:1-Epoch:11, ValidLoss:0.1173, ValidAcc:0.9571
[2025-04-16 20:11:12.414] Run:1-Epoch:12, TrainLoss:0.1306, TrainAcc:0.8479
[2025-04-16 20:11:12.568] Run:1-Epoch:12, ValidLoss:0.0678, ValidAcc:0.9571
[2025-04-16 20:11:13.111] Run:1-Epoch:13, TrainLoss:0.1192, TrainAcc:0.8564
[2025-04-16 20:11:13.267] Run:1-Epoch:13, ValidLoss:0.0792, ValidAcc:0.9571
[2025-04-16 20:11:13.808] Run:1-Epoch:14, TrainLoss:0.1072, TrainAcc:0.8586
[2025-04-16 20:11:13.962] Run:1-Epoch:14, ValidLoss:0.0480, ValidAcc:0.9571
[2025-04-16 20:11:16.739] Run:1-Epoch:15, TrainLoss:0.1126, TrainAcc:0.8543
[2025-04-16 20:11:16.895] Run:1-Epoch:15, ValidLoss:0.0760, ValidAcc:0.9571
[2025-04-16 20:11:17.438] Run:1-Epoch:16, TrainLoss:0.1067, TrainAcc:0.8579
[2025-04-16 20:11:17.594] Run:1-Epoch:16, ValidLoss:0.0759, ValidAcc:0.9571
[2025-04-16 20:11:18.132] Run:1-Epoch:17, TrainLoss:0.1041, TrainAcc:0.8607
[2025-04-16 20:11:18.287] Run:1-Epoch:17, ValidLoss:0.0630, ValidAcc:0.9571
[2025-04-16 20:11:18.829] Run:1-Epoch:18, TrainLoss:0.1083, TrainAcc:0.8550
[2025-04-16 20:11:18.984] Run:1-Epoch:18, ValidLoss:0.0605, ValidAcc:0.9571
[2025-04-16 20:11:19.529] Run:1-Epoch:19, TrainLoss:0.1080, TrainAcc:0.8450
[2025-04-16 20:11:19.684] Run:1-Epoch:19, ValidLoss:0.0674, ValidAcc:0.9571
[2025-04-16 20:11:20.224] Run:1-Epoch:20, TrainLoss:0.1051, TrainAcc:0.8564
[2025-04-16 20:11:20.379] Run:1-Epoch:20, ValidLoss:0.0690, ValidAcc:0.9571
[2025-04-16 20:18:02.441] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 20:18:03.301] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 20:18:03.560] Run:1-Epoch:1, ValidLoss:0.1800, ValidAcc:0.6379
[2025-04-16 20:18:06.311] Run:1-Epoch:2, TrainLoss:0.1829, TrainAcc:0.6136
[2025-04-16 20:18:06.472] Run:1-Epoch:2, ValidLoss:0.1767, ValidAcc:0.6429
[2025-04-16 20:18:09.192] Run:1-Epoch:3, TrainLoss:0.1847, TrainAcc:0.5943
[2025-04-16 20:18:09.347] Run:1-Epoch:3, ValidLoss:0.0843, ValidAcc:0.9050
[2025-04-16 20:18:12.090] Run:1-Epoch:4, TrainLoss:0.1168, TrainAcc:0.8143
[2025-04-16 20:18:12.245] Run:1-Epoch:4, ValidLoss:0.0801, ValidAcc:0.9571
[2025-04-16 20:18:14.970] Run:1-Epoch:5, TrainLoss:0.1073, TrainAcc:0.8543
[2025-04-16 20:18:15.126] Run:1-Epoch:5, ValidLoss:0.2471, ValidAcc:0.9571
[2025-04-16 20:18:15.675] Run:1-Epoch:6, TrainLoss:0.9003, TrainAcc:0.8493
[2025-04-16 20:18:15.827] Run:1-Epoch:6, ValidLoss:0.0781, ValidAcc:0.9014
[2025-04-16 20:18:18.583] Run:1-Epoch:7, TrainLoss:0.1107, TrainAcc:0.8150
[2025-04-16 20:18:18.734] Run:1-Epoch:7, ValidLoss:0.0617, ValidAcc:0.9157
[2025-04-16 20:18:21.494] Run:1-Epoch:8, TrainLoss:0.1641, TrainAcc:0.8421
[2025-04-16 20:18:21.647] Run:1-Epoch:8, ValidLoss:0.1469, ValidAcc:0.7957
[2025-04-16 20:18:22.190] Run:1-Epoch:9, TrainLoss:0.1505, TrainAcc:0.7821
[2025-04-16 20:18:22.345] Run:1-Epoch:9, ValidLoss:0.0602, ValidAcc:0.9571
[2025-04-16 20:18:25.083] Run:1-Epoch:10, TrainLoss:0.1814, TrainAcc:0.8564
[2025-04-16 20:18:25.235] Run:1-Epoch:10, ValidLoss:0.1312, ValidAcc:0.8957
[2025-04-16 20:18:25.775] Run:1-Epoch:11, TrainLoss:0.1410, TrainAcc:0.7957
[2025-04-16 20:18:25.929] Run:1-Epoch:11, ValidLoss:0.1173, ValidAcc:0.9571
[2025-04-16 20:18:26.469] Run:1-Epoch:12, TrainLoss:0.1306, TrainAcc:0.8479
[2025-04-16 20:18:26.624] Run:1-Epoch:12, ValidLoss:0.0678, ValidAcc:0.9571
[2025-04-16 20:18:27.167] Run:1-Epoch:13, TrainLoss:0.1192, TrainAcc:0.8564
[2025-04-16 20:18:27.321] Run:1-Epoch:13, ValidLoss:0.0792, ValidAcc:0.9571
[2025-04-16 20:18:27.875] Run:1-Epoch:14, TrainLoss:0.1072, TrainAcc:0.8586
[2025-04-16 20:18:28.035] Run:1-Epoch:14, ValidLoss:0.0480, ValidAcc:0.9571
[2025-04-16 20:18:30.770] Run:1-Epoch:15, TrainLoss:0.1126, TrainAcc:0.8543
[2025-04-16 20:18:30.922] Run:1-Epoch:15, ValidLoss:0.0760, ValidAcc:0.9571
[2025-04-16 20:18:31.466] Run:1-Epoch:16, TrainLoss:0.1067, TrainAcc:0.8579
[2025-04-16 20:18:31.619] Run:1-Epoch:16, ValidLoss:0.0759, ValidAcc:0.9571
[2025-04-16 20:18:32.168] Run:1-Epoch:17, TrainLoss:0.1041, TrainAcc:0.8607
[2025-04-16 20:18:32.321] Run:1-Epoch:17, ValidLoss:0.0630, ValidAcc:0.9571
[2025-04-16 20:18:32.866] Run:1-Epoch:18, TrainLoss:0.1083, TrainAcc:0.8550
[2025-04-16 20:18:33.017] Run:1-Epoch:18, ValidLoss:0.0605, ValidAcc:0.9571
[2025-04-16 20:18:33.563] Run:1-Epoch:19, TrainLoss:0.1080, TrainAcc:0.8450
[2025-04-16 20:18:33.715] Run:1-Epoch:19, ValidLoss:0.0674, ValidAcc:0.9571
[2025-04-16 20:18:34.268] Run:1-Epoch:20, TrainLoss:0.1051, TrainAcc:0.8564
[2025-04-16 20:18:34.421] Run:1-Epoch:20, ValidLoss:0.0690, ValidAcc:0.9571
[2025-04-16 20:21:14.040] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 20:21:14.941] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 20:21:15.194] Run:1-Epoch:1, ValidLoss:0.1800, ValidAcc:0.6379
[2025-04-16 20:21:18.043] Run:1-Epoch:2, TrainLoss:0.1829, TrainAcc:0.6136
[2025-04-16 20:21:18.221] Run:1-Epoch:2, ValidLoss:0.1767, ValidAcc:0.6429
[2025-04-16 20:21:21.059] Run:1-Epoch:3, TrainLoss:0.1847, TrainAcc:0.5943
[2025-04-16 20:21:21.232] Run:1-Epoch:3, ValidLoss:0.0843, ValidAcc:0.9050
[2025-04-16 20:21:24.057] Run:1-Epoch:4, TrainLoss:0.1168, TrainAcc:0.8143
[2025-04-16 20:21:24.218] Run:1-Epoch:4, ValidLoss:0.0801, ValidAcc:0.9571
[2025-04-16 20:21:27.066] Run:1-Epoch:5, TrainLoss:0.1073, TrainAcc:0.8543
[2025-04-16 20:21:27.223] Run:1-Epoch:5, ValidLoss:0.2471, ValidAcc:0.9571
[2025-04-16 20:21:27.786] Run:1-Epoch:6, TrainLoss:0.9003, TrainAcc:0.8493
[2025-04-16 20:21:27.952] Run:1-Epoch:6, ValidLoss:0.0781, ValidAcc:0.9014
[2025-04-16 20:21:30.701] Run:1-Epoch:7, TrainLoss:0.1107, TrainAcc:0.8150
[2025-04-16 20:21:30.867] Run:1-Epoch:7, ValidLoss:0.0617, ValidAcc:0.9157
[2025-04-16 20:21:33.622] Run:1-Epoch:8, TrainLoss:0.1641, TrainAcc:0.8421
[2025-04-16 20:21:33.786] Run:1-Epoch:8, ValidLoss:0.1469, ValidAcc:0.7957
[2025-04-16 20:21:34.343] Run:1-Epoch:9, TrainLoss:0.1505, TrainAcc:0.7821
[2025-04-16 20:21:34.510] Run:1-Epoch:9, ValidLoss:0.0602, ValidAcc:0.9571
[2025-04-16 20:21:37.264] Run:1-Epoch:10, TrainLoss:0.1814, TrainAcc:0.8564
[2025-04-16 20:21:37.428] Run:1-Epoch:10, ValidLoss:0.1312, ValidAcc:0.8957
[2025-04-16 20:21:37.980] Run:1-Epoch:11, TrainLoss:0.1410, TrainAcc:0.7957
[2025-04-16 20:21:38.143] Run:1-Epoch:11, ValidLoss:0.1173, ValidAcc:0.9571
[2025-04-16 20:21:38.692] Run:1-Epoch:12, TrainLoss:0.1306, TrainAcc:0.8479
[2025-04-16 20:21:38.845] Run:1-Epoch:12, ValidLoss:0.0678, ValidAcc:0.9571
[2025-04-16 20:21:39.400] Run:1-Epoch:13, TrainLoss:0.1192, TrainAcc:0.8564
[2025-04-16 20:21:39.553] Run:1-Epoch:13, ValidLoss:0.0792, ValidAcc:0.9571
[2025-04-16 20:21:40.102] Run:1-Epoch:14, TrainLoss:0.1072, TrainAcc:0.8586
[2025-04-16 20:21:40.255] Run:1-Epoch:14, ValidLoss:0.0480, ValidAcc:0.9571
[2025-04-16 20:21:43.013] Run:1-Epoch:15, TrainLoss:0.1126, TrainAcc:0.8543
[2025-04-16 20:21:43.166] Run:1-Epoch:15, ValidLoss:0.0760, ValidAcc:0.9571
[2025-04-16 20:21:43.716] Run:1-Epoch:16, TrainLoss:0.1067, TrainAcc:0.8579
[2025-04-16 20:21:43.870] Run:1-Epoch:16, ValidLoss:0.0759, ValidAcc:0.9571
[2025-04-16 20:21:44.421] Run:1-Epoch:17, TrainLoss:0.1041, TrainAcc:0.8607
[2025-04-16 20:21:44.574] Run:1-Epoch:17, ValidLoss:0.0630, ValidAcc:0.9571
[2025-04-16 20:21:45.123] Run:1-Epoch:18, TrainLoss:0.1083, TrainAcc:0.8550
[2025-04-16 20:21:45.277] Run:1-Epoch:18, ValidLoss:0.0605, ValidAcc:0.9571
[2025-04-16 20:21:45.824] Run:1-Epoch:19, TrainLoss:0.1080, TrainAcc:0.8450
[2025-04-16 20:21:45.982] Run:1-Epoch:19, ValidLoss:0.0674, ValidAcc:0.9571
[2025-04-16 20:21:46.530] Run:1-Epoch:20, TrainLoss:0.1051, TrainAcc:0.8564
[2025-04-16 20:21:46.683] Run:1-Epoch:20, ValidLoss:0.0690, ValidAcc:0.9571
[2025-04-16 20:26:44.490] Namespace(dataset_name='ChestXray14', model_name='vgg19', init='ImageNet', normalization='imagenet', num_classes=14, in_chans=3, img_size=224, dataset_path='/cabinet/reza/datasets/NIH_Chest_X_rays/images/', epochs=40, batch_size=128, seed=1234, num_trial=1, device='cuda', valid_start_epoch=1, patience=5, loss_type='focal', opt='adamw', lr=0.001, momentum=0.9, weight_decay=0.01, clip_grad=None, num_workers=4, sched='cosine', warmup_lr=1e-06, min_lr=1e-05, warmup_epochs=5, cooldown_epochs=10, decay_epochs=30.0, decay_rate=0.5, output_dir=None, exp_name='vgg19_ImageNet_exper', plot_path=PosixPath('outputs/ChestXray14/vgg19_ImageNet_exper/vgg19_ImageNet_exper_run_1.pdf'))
[2025-04-16 20:26:45.400] Run:1-Epoch:1, TrainLoss:0.1839, TrainAcc:0.6000
[2025-04-16 20:26:45.658] Run:1-Epoch:1, ValidLoss:0.1800, ValidAcc:0.6379
[2025-04-16 20:26:48.545] Run:1-Epoch:2, TrainLoss:0.1829, TrainAcc:0.6136
[2025-04-16 20:26:48.703] Run:1-Epoch:2, ValidLoss:0.1767, ValidAcc:0.6429
[2025-04-16 20:26:51.507] Run:1-Epoch:3, TrainLoss:0.1847, TrainAcc:0.5943
[2025-04-16 20:26:51.662] Run:1-Epoch:3, ValidLoss:0.0843, ValidAcc:0.9050
[2025-04-16 20:26:54.552] Run:1-Epoch:4, TrainLoss:0.1168, TrainAcc:0.8143
[2025-04-16 20:26:54.707] Run:1-Epoch:4, ValidLoss:0.0801, ValidAcc:0.9571
[2025-04-16 20:26:57.571] Run:1-Epoch:5, TrainLoss:0.1073, TrainAcc:0.8543
[2025-04-16 20:26:57.726] Run:1-Epoch:5, ValidLoss:0.2471, ValidAcc:0.9571
[2025-04-16 20:26:58.283] Run:1-Epoch:6, TrainLoss:0.9003, TrainAcc:0.8493
[2025-04-16 20:26:58.439] Run:1-Epoch:6, ValidLoss:0.0781, ValidAcc:0.9014
[2025-04-16 20:27:01.314] Run:1-Epoch:7, TrainLoss:0.1107, TrainAcc:0.8150
[2025-04-16 20:27:01.468] Run:1-Epoch:7, ValidLoss:0.0617, ValidAcc:0.9157
[2025-04-16 20:27:04.319] Run:1-Epoch:8, TrainLoss:0.1641, TrainAcc:0.8421
[2025-04-16 20:27:04.473] Run:1-Epoch:8, ValidLoss:0.1469, ValidAcc:0.7957
[2025-04-16 20:27:05.024] Run:1-Epoch:9, TrainLoss:0.1505, TrainAcc:0.7821
